fecha,categoria,producto,region,cantidad,monto
2025-12-21,Alimentos,Yerba,GBA Sur,7,59090.3
2025-07-14,Indumentaria,Remera,GBA Sur,4,58551.6
2025-05-19,Electronica,Auriculares,CABA,6,33280.44
2025-01-15,Indumentaria,Campera,GBA Norte,2,49199.54
2025-04-19,Juguetes,Muñeco,GBA Sur,4,17709.2
2025-11-23,Electronica,Cargador,GBA Sur,1,8568.5
2025-10-16,Alimentos,Cafe,CABA,5,28997.65
2025-01-05,Hogar,Almohada,Cordoba,6,45519.23
2025-07-20,Hogar,Lampara,Mendoza,6,61047.09
2025-07-28,Juguetes,Muñeco,Rosario,3,72867.0
2025-01-13,Juguetes,Pelota,Cordoba,1,53185.88
2025-05-29,Indumentaria,Pantalon,Mendoza,2,42216.45
2025-04-29,Indumentaria,Pantalon,Mendoza,6,15333.19
2025-08-18,Indumentaria,Campera,GBA Sur,7,33068.16
2025-01-21,Alimentos,Aceite,GBA Norte,2,89733.85
2025-03-20,Juguetes,Pelota,CABA,3,72620.65
2025-06-08,Juguetes,Muñeco,Cordoba,6,9376.15
2025-03-28,Hogar,Lampara,CABA,6,25930.44
2025-06-30,Electronica,Auriculares,GBA Norte,8,64248.3
2025-05-13,Alimentos,Fideos,Cordoba,3,58876.0
2025-03-05,Juguetes,Pelota,CABA,5,33349.02
2025-07-25,Alimentos,Galletitas,Mendoza,6,12479.6
2025-09-20,Juguetes,Auto RC,GBA Sur,7,8430.66
2025-09-17,Alimentos,Fideos,Mendoza,1,4798.13
2025-05-06,Juguetes,Muñeco,GBA Norte,5,76922.32
2025-07-12,Indumentaria,Medias,Cordoba,4,76990.8
2025-07-18,Alimentos,Cafe,GBA Sur,8,42463.11
2025-02-25,Electronica,Cargador,Mendoza,7,10643.0
2025-08-10,Indumentaria,Zapatillas,GBA Sur,6,6737.97
2025-11-06,Alimentos,Aceite,Mendoza,2,66974.34
2025-05-23,Alimentos,Cafe,Rosario,8,14860.96
2025-03-16,Indumentaria,Campera,Rosario,7,3787.77
2025-02-01,Hogar,Toalla,Cordoba,4,19994.45
2025-01-12,Alimentos,Fideos,GBA Sur,2,57576.17
2025-03-14,Electronica,Mouse,Cordoba,8,8272.11
2025-08-03,Juguetes,Rompecabezas,Mendoza,3,80483.53
2025-01-28,Electronica,Teclado,GBA Sur,5,86739.55
2025-03-26,Indumentaria,Campera,Cordoba,3,43864.65
2025-12-23,Alimentos,Fideos,Mendoza,1,51758.2
2025-10-15,Juguetes,Rompecabezas,CABA,3,65322.41
2025-06-15,Hogar,Sarten,GBA Norte,3,80788.6
2025-09-13,Hogar,Sarten,Mendoza,1,37168.41
2025-08-19,Indumentaria,Zapatillas,Mendoza,2,87281.72
2025-01-19,Indumentaria,Pantalon,Cordoba,3,62983.7
2025-11-04,Alimentos,Aceite,GBA Sur,4,19668.91
2025-12-14,Juguetes,Muñeco,GBA Sur,1,73426.36
2025-06-04,Hogar,Vela,CABA,8,63239.23
2025-07-31,Alimentos,Fideos,GBA Sur,7,74708.54
2025-09-25,Hogar,Sarten,GBA Norte,6,41835.3
2025-04-01,Juguetes,Cartas,GBA Norte,7,49305.9
2025-05-26,Alimentos,Fideos,Mendoza,2,56213.51
2025-02-14,Electronica,Auriculares,Mendoza,7,2461.96
2025-02-23,Alimentos,Galletitas,Rosario,8,9873.48
2025-09-15,Juguetes,Muñeco,Mendoza,7,26801.5
2025-04-19,Indumentaria,Zapatillas,Rosario,4,34916.1
2025-08-29,Electronica,Mouse,Cordoba,7,37751.19
2025-01-04,Hogar,Lampara,Rosario,5,26240.79
2025-06-07,Alimentos,Aceite,CABA,7,81116.67
2025-01-17,Electronica,Auriculares,GBA Norte,6,71355.4
2025-06-21,Indumentaria,Medias,Cordoba,7,22522.97
2025-04-09,Juguetes,Pelota,CABA,7,72318.52
2025-03-07,Alimentos,Aceite,Cordoba,3,81471.25
2025-08-12,Indumentaria,Remera,Mendoza,2,72304.31
2025-11-20,Juguetes,Pelota,Mendoza,3,82583.22
2025-06-15,Indumentaria,Remera,CABA,1,3281.98
2025-11-18,Juguetes,Rompecabezas,CABA,2,56010.87
2025-10-20,Alimentos,Cafe,Mendoza,8,66341.06
2025-11-21,Hogar,Lampara,GBA Norte,4,59074.52
2025-06-02,Indumentaria,Medias,GBA Norte,7,65641.82
2025-05-14,Electronica,Mouse,CABA,1,84212.85
2025-11-23,Juguetes,Muñeco,CABA,2,41862.37
2025-02-24,Indumentaria,Campera,GBA Sur,2,80619.83
2025-02-09,Alimentos,Fideos,GBA Norte,8,35781.22
2025-01-12,Alimentos,Cafe,Cordoba,2,86370.33
2025-04-18,Alimentos,Yerba,GBA Sur,8,57386.11
2025-03-24,Indumentaria,Campera,CABA,1,81423.8
2025-03-02,Hogar,Almohada,Cordoba,1,89547.53
2025-03-23,Juguetes,Auto RC,CABA,1,18163.23
2025-10-02,Electronica,Parlante,Rosario,4,68725.53
2025-07-06,Electronica,Cargador,CABA,4,30151.04
2025-02-12,Indumentaria,Campera,GBA Sur,2,43860.16
2025-06-28,Juguetes,Auto RC,Cordoba,8,67322.31
2025-08-12,Juguetes,Pelota,GBA Norte,4,23258.29
2025-12-18,Hogar,Toalla,CABA,5,52944.69
2025-03-26,Indumentaria,Zapatillas,Cordoba,7,79574.3
2025-11-02,Hogar,Almohada,Rosario,7,10572.76
2025-08-08,Indumentaria,Medias,GBA Sur,2,34282.48
2025-08-19,Indumentaria,Remera,Rosario,7,23522.67
2025-05-31,Juguetes,Cartas,GBA Sur,2,36449.29
2025-04-03,Hogar,Toalla,GBA Norte,2,32839.26
2025-04-21,Hogar,Almohada,GBA Norte,2,70376.8
2025-01-05,Hogar,Sarten,Mendoza,8,30269.38
2025-10-18,Hogar,Lampara,Rosario,5,6894.93
2025-11-05,Indumentaria,Medias,GBA Norte,5,10159.9
2025-11-08,Electronica,Parlante,Mendoza,7,38535.76
2025-06-12,Hogar,Lampara,GBA Norte,8,5419.72
2025-09-13,Electronica,Mouse,Cordoba,8,11614.05
2025-03-29,Juguetes,Auto RC,Rosario,1,35074.32
2025-05-26,Electronica,Parlante,CABA,5,82136.24
2025-03-09,Alimentos,Cafe,Rosario,1,82705.07
2025-06-22,Electronica,Auriculares,Cordoba,7,9465.66
2025-06-04,Hogar,Almohada,GBA Sur,6,36630.65
2025-09-10,Juguetes,Muñeco,Cordoba,8,27561.5
2025-09-10,Electronica,Mouse,Rosario,4,10144.18
2025-01-25,Electronica,Cargador,CABA,7,89425.09
2025-04-26,Indumentaria,Remera,GBA Norte,6,65445.6
2025-10-03,Electronica,Auriculares,GBA Sur,1,79615.42
2025-02-26,Electronica,Mouse,CABA,7,24471.71
2025-05-19,Indumentaria,Pantalon,Rosario,3,42001.74
2025-06-13,Indumentaria,Medias,Cordoba,2,57684.42
2025-09-25,Juguetes,Rompecabezas,Rosario,8,43535.49
2025-05-24,Hogar,Toalla,GBA Norte,5,9170.14
2025-12-31,Electronica,Mouse,Rosario,4,75363.25
2025-12-04,Indumentaria,Remera,CABA,1,87487.1
2025-04-19,Electronica,Cargador,Cordoba,4,73847.52
2025-09-07,Electronica,Mouse,GBA Norte,6,73445.59
2025-06-09,Alimentos,Aceite,Rosario,3,10403.78
2025-04-23,Hogar,Toalla,Cordoba,4,78239.43
2025-07-24,Indumentaria,Remera,GBA Sur,5,38655.36
2025-10-23,Electronica,Cargador,Cordoba,2,78981.47
2025-05-04,Electronica,Teclado,GBA Norte,8,24741.34
2025-12-05,Juguetes,Pelota,GBA Sur,2,24636.51
2025-07-01,Alimentos,Aceite,GBA Norte,7,36326.59
2025-09-18,Hogar,Sarten,Cordoba,2,25260.41
2025-01-26,Alimentos,Yerba,GBA Norte,7,27166.52
2025-04-01,Juguetes,Auto RC,Rosario,7,55062.88
2025-02-25,Electronica,Cargador,CABA,1,20542.6
2025-01-19,Juguetes,Auto RC,GBA Norte,2,6860.42
2025-05-22,Indumentaria,Medias,Mendoza,7,64708.28
2025-07-21,Electronica,Cargador,Mendoza,5,74342.11
2025-09-11,Indumentaria,Pantalon,GBA Norte,5,31939.35
2025-12-28,Juguetes,Auto RC,Mendoza,3,1276.51
2025-09-15,Juguetes,Pelota,Mendoza,4,28173.85
2025-03-29,Hogar,Sarten,GBA Norte,8,17673.65
2025-03-14,Electronica,Teclado,Cordoba,3,30730.82
2025-05-16,Electronica,Cargador,Mendoza,1,68663.21
2025-11-01,Hogar,Toalla,Rosario,4,1089.58
2025-08-30,Electronica,Auriculares,CABA,5,51486.74
2025-04-27,Juguetes,Cartas,GBA Norte,2,68194.33
2025-02-21,Hogar,Almohada,Cordoba,6,44668.9
2025-10-07,Hogar,Toalla,GBA Sur,1,33421.75
2025-06-30,Hogar,Almohada,Rosario,8,69932.84
2025-02-27,Hogar,Vela,Mendoza,3,57942.23
2025-07-30,Indumentaria,Pantalon,GBA Sur,4,45307.07
2025-10-23,Alimentos,Fideos,GBA Norte,4,67248.5
2025-07-13,Electronica,Mouse,Mendoza,8,61413.34
2025-09-27,Indumentaria,Campera,Mendoza,6,32047.21
2025-07-20,Juguetes,Pelota,GBA Sur,1,28529.77
2025-10-24,Juguetes,Auto RC,Rosario,8,11943.55
2025-10-18,Hogar,Almohada,CABA,8,87282.82
2025-12-17,Indumentaria,Zapatillas,Mendoza,5,14370.27
2025-11-16,Juguetes,Rompecabezas,GBA Sur,2,44327.41
2025-05-31,Electronica,Teclado,CABA,2,20341.95
2025-01-28,Alimentos,Fideos,CABA,1,39298.73
2025-01-26,Hogar,Lampara,GBA Sur,3,79206.27
2025-02-14,Hogar,Lampara,Mendoza,2,18508.74
2025-05-29,Indumentaria,Remera,Cordoba,4,84031.19
2025-12-14,Alimentos,Yerba,Cordoba,2,87054.71
2025-05-14,Hogar,Vela,GBA Sur,7,16423.88
2025-12-14,Hogar,Vela,GBA Norte,4,61815.59
2025-05-09,Indumentaria,Zapatillas,Rosario,5,18757.56
2025-02-13,Hogar,Vela,Mendoza,3,42042.74
2025-07-12,Alimentos,Cafe,GBA Norte,6,47864.85
2025-09-15,Hogar,Toalla,GBA Sur,7,39062.56
2025-07-30,Alimentos,Cafe,Rosario,7,3351.57
2025-02-15,Indumentaria,Medias,GBA Sur,6,71010.25
2025-03-07,Juguetes,Cartas,Rosario,1,79124.67
2025-07-21,Indumentaria,Zapatillas,Mendoza,8,1529.8
2025-01-28,Electronica,Auriculares,GBA Sur,2,74860.59
2025-06-20,Juguetes,Muñeco,GBA Sur,6,51324.46
2025-02-01,Electronica,Parlante,Mendoza,1,46463.06
2025-12-26,Indumentaria,Medias,GBA Norte,8,51022.38
2025-03-11,Indumentaria,Pantalon,GBA Sur,1,56913.31
2025-09-06,Juguetes,Rompecabezas,CABA,3,6975.64
2025-11-06,Electronica,Parlante,CABA,2,23001.34
2025-08-31,Electronica,Parlante,Cordoba,2,35773.54
2025-06-03,Alimentos,Yerba,GBA Norte,5,74004.12
2025-11-10,Alimentos,Galletitas,CABA,1,39479.48
2025-04-05,Indumentaria,Pantalon,GBA Norte,4,46524.83
2025-09-01,Alimentos,Fideos,GBA Sur,8,60410.66
2025-07-08,Hogar,Toalla,Cordoba,2,63091.09
2025-08-26,Alimentos,Yerba,GBA Norte,8,3489.39
2025-03-03,Juguetes,Pelota,CABA,1,52667.89
2025-11-27,Juguetes,Pelota,CABA,6,81821.64
2025-03-13,Alimentos,Yerba,GBA Sur,3,1811.69
2025-07-03,Juguetes,Cartas,GBA Norte,7,32046.23
2025-09-20,Electronica,Cargador,Mendoza,6,14474.84
2025-08-24,Indumentaria,Campera,Mendoza,7,27960.76
2025-02-04,Alimentos,Yerba,Cordoba,3,54919.92
2025-10-22,Juguetes,Cartas,GBA Sur,6,12518.56
2025-10-29,Juguetes,Auto RC,Rosario,7,55955.28
2025-02-04,Electronica,Auriculares,Mendoza,2,15166.99
2025-12-07,Electronica,Teclado,Mendoza,4,43400.76
2025-05-02,Electronica,Cargador,Mendoza,7,80430.08
2025-02-02,Electronica,Parlante,GBA Sur,2,11188.17
2025-08-15,Hogar,Vela,Mendoza,3,75820.46
2025-06-14,Electronica,Teclado,Cordoba,4,12856.28
2025-04-11,Hogar,Toalla,Cordoba,4,61417.56
2025-04-14,Indumentaria,Zapatillas,Rosario,4,72971.83
2025-02-14,Juguetes,Muñeco,Mendoza,2,86425.08
2025-04-15,Electronica,Cargador,CABA,7,33000.93
2025-10-18,Juguetes,Muñeco,GBA Sur,8,17492.09
2025-04-08,Indumentaria,Medias,Cordoba,6,45575.68
2025-11-13,Juguetes,Rompecabezas,CABA,7,40060.15
2025-02-06,Juguetes,Muñeco,GBA Norte,5,70632.47
2025-02-21,Electronica,Teclado,GBA Norte,6,5581.63
2025-01-12,Indumentaria,Campera,GBA Sur,6,35747.95
2025-02-04,Indumentaria,Campera,CABA,4,48563.72
2025-09-23,Juguetes,Cartas,GBA Sur,1,36530.55
2025-10-07,Electronica,Parlante,Cordoba,5,84386.49
2025-12-01,Electronica,Auriculares,GBA Sur,4,38505.11
2025-06-21,Electronica,Cargador,GBA Norte,6,49690.77
2025-12-06,Electronica,Cargador,Cordoba,1,7489.16
2025-06-27,Electronica,Teclado,Rosario,2,66796.76
2025-10-10,Alimentos,Aceite,GBA Sur,2,65376.35
2025-01-19,Alimentos,Galletitas,GBA Norte,7,58879.99
2025-09-02,Hogar,Lampara,CABA,1,83880.94
2025-04-11,Juguetes,Cartas,Cordoba,1,61692.77
2025-10-10,Alimentos,Cafe,Cordoba,3,69145.65
2025-08-09,Alimentos,Galletitas,GBA Norte,2,11286.9
2025-11-12,Hogar,Almohada,GBA Norte,1,31538.18
2025-05-02,Indumentaria,Remera,Rosario,7,1894.42
2025-10-02,Juguetes,Muñeco,CABA,4,78719.77
2025-01-30,Electronica,Auriculares,GBA Norte,5,40031.47
2025-01-23,Hogar,Almohada,Rosario,4,59313.6
2025-05-30,Indumentaria,Medias,Cordoba,2,43604.42
2025-12-03,Electronica,Auriculares,GBA Sur,4,84514.94
2025-09-11,Hogar,Lampara,Cordoba,6,64468.91
2025-10-10,Hogar,Lampara,Rosario,6,80475.08
2025-12-24,Juguetes,Cartas,CABA,7,5805.78
2025-12-28,Juguetes,Pelota,GBA Sur,3,7981.7
2025-09-24,Indumentaria,Campera,Mendoza,2,50213.94
2025-07-10,Indumentaria,Remera,GBA Norte,8,63152.43
2025-02-28,Electronica,Teclado,CABA,7,25056.57
2025-06-03,Electronica,Auriculares,GBA Sur,7,77057.11
2025-09-11,Electronica,Teclado,Cordoba,4,40517.76
2025-04-16,Alimentos,Aceite,Mendoza,1,39366.56
2025-12-05,Hogar,Sarten,Rosario,1,68906.67
2025-11-08,Hogar,Almohada,Rosario,1,20272.43
2025-06-24,Juguetes,Pelota,Cordoba,1,70652.53
2025-02-25,Juguetes,Pelota,Mendoza,5,83990.07
2025-10-01,Alimentos,Yerba,Rosario,5,65010.6
2025-03-25,Alimentos,Yerba,Mendoza,4,89342.56
2025-03-09,Electronica,Mouse,Mendoza,2,85636.08
2025-05-08,Juguetes,Auto RC,GBA Sur,1,51826.35
2025-11-12,Hogar,Almohada,GBA Sur,1,59671.46
2025-03-05,Hogar,Vela,Mendoza,5,29568.06
2025-04-02,Alimentos,Yerba,CABA,8,40151.93
2025-01-19,Hogar,Toalla,Mendoza,4,76144.95
2025-07-29,Electronica,Parlante,CABA,6,25603.66
2025-02-02,Alimentos,Aceite,GBA Sur,5,69171.94
2025-05-13,Alimentos,Aceite,GBA Norte,3,57100.1
2025-11-13,Electronica,Cargador,CABA,3,59259.47
2025-12-17,Juguetes,Pelota,Rosario,4,29242.76
2025-02-01,Hogar,Almohada,CABA,6,61376.52
2025-10-04,Electronica,Parlante,GBA Norte,2,32125.94
2025-09-17,Alimentos,Cafe,Rosario,4,7893.07
2025-06-16,Juguetes,Auto RC,Mendoza,7,38021.3
2025-05-25,Indumentaria,Remera,GBA Sur,6,55020.04
2025-06-21,Alimentos,Fideos,Cordoba,5,84880.68
2025-11-15,Electronica,Cargador,GBA Sur,3,4970.34
2025-10-30,Electronica,Auriculares,Rosario,6,19821.69
2025-09-19,Juguetes,Cartas,Mendoza,4,31620.69
2025-07-13,Juguetes,Muñeco,Mendoza,7,65637.12
2025-11-29,Electronica,Auriculares,GBA Norte,7,51320.81
2025-10-03,Electronica,Parlante,CABA,8,55032.08
2025-06-12,Hogar,Lampara,Rosario,4,27082.81
2025-06-18,Indumentaria,Campera,GBA Norte,2,41568.08
2025-12-21,Indumentaria,Zapatillas,Mendoza,7,86227.16
2025-07-05,Electronica,Mouse,Rosario,6,46002.27
2025-12-01,Alimentos,Galletitas,GBA Norte,7,40958.15
2025-04-28,Juguetes,Rompecabezas,Rosario,7,22800.01
2025-12-12,Juguetes,Rompecabezas,Rosario,5,24164.83
2025-06-24,Hogar,Sarten,CABA,3,37356.75
2025-10-22,Alimentos,Aceite,GBA Norte,1,79000.11
2025-03-27,Electronica,Teclado,GBA Sur,8,69130.35
2025-02-21,Indumentaria,Remera,Cordoba,3,3129.9
2025-02-07,Indumentaria,Medias,Rosario,7,82757.45
2025-07-01,Indumentaria,Zapatillas,Mendoza,5,50567.73
2025-03-02,Hogar,Almohada,Rosario,2,55179.41
2025-01-24,Electronica,Mouse,Cordoba,8,82050.01
2025-08-12,Hogar,Toalla,Mendoza,3,12979.89
2025-10-29,Juguetes,Muñeco,GBA Norte,6,80708.33
2025-12-12,Alimentos,Yerba,GBA Sur,5,40034.25
2025-02-19,Indumentaria,Campera,Cordoba,7,31359.43
2025-05-27,Hogar,Toalla,GBA Sur,3,68399.72
2025-01-22,Indumentaria,Zapatillas,Rosario,6,25764.8
2025-02-20,Hogar,Almohada,GBA Norte,5,11551.05
2025-09-07,Alimentos,Aceite,GBA Norte,5,26674.62
2025-11-07,Electronica,Cargador,Mendoza,2,25797.96
2025-04-16,Juguetes,Cartas,GBA Norte,1,3434.16
2025-10-04,Juguetes,Rompecabezas,CABA,1,44464.56
2025-07-09,Indumentaria,Campera,Rosario,8,38958.73
2025-09-24,Indumentaria,Zapatillas,GBA Sur,2,82701.57
2025-08-16,Alimentos,Yerba,GBA Sur,3,8730.88
2025-05-23,Electronica,Mouse,CABA,4,67240.7
2025-02-08,Hogar,Lampara,Rosario,8,30845.01
2025-11-19,Juguetes,Muñeco,Mendoza,1,62226.44
2025-08-10,Electronica,Parlante,GBA Sur,1,17945.48
2025-11-21,Electronica,Cargador,GBA Norte,4,53184.56
2025-12-11,Indumentaria,Campera,Cordoba,3,14477.55
2025-09-12,Hogar,Lampara,GBA Norte,2,57494.77
2025-09-22,Indumentaria,Remera,Cordoba,4,6986.25
2025-12-30,Indumentaria,Remera,Cordoba,7,62230.37
2025-11-20,Juguetes,Rompecabezas,Mendoza,3,32034.64
2025-06-03,Indumentaria,Campera,Mendoza,7,44170.34
2025-11-03,Hogar,Vela,Cordoba,4,27292.13
2025-02-27,Hogar,Toalla,Cordoba,7,29960.34
2025-03-01,Indumentaria,Zapatillas,GBA Sur,6,59794.54
2025-12-23,Alimentos,Aceite,Cordoba,8,75770.75
2025-11-04,Alimentos,Aceite,CABA,4,26892.79
2025-07-29,Electronica,Parlante,GBA Sur,6,24282.87
2025-07-30,Alimentos,Yerba,Cordoba,1,36482.48
2025-05-18,Alimentos,Aceite,GBA Sur,1,57627.69
2025-06-07,Alimentos,Yerba,GBA Norte,3,51953.01
2025-10-02,Indumentaria,Remera,Rosario,3,55356.87
2025-11-06,Juguetes,Muñeco,Mendoza,7,2879.47
2025-02-16,Hogar,Almohada,Rosario,1,6648.37
2025-09-23,Indumentaria,Campera,Rosario,3,18661.14
2025-10-02,Alimentos,Aceite,GBA Sur,6,72314.4
2025-06-19,Alimentos,Aceite,Rosario,1,66266.76
2025-01-19,Electronica,Parlante,CABA,8,45633.44
2025-01-22,Indumentaria,Campera,GBA Sur,4,3157.75
2025-01-18,Hogar,Sarten,Cordoba,3,59319.56
2025-05-19,Electronica,Auriculares,CABA,7,45901.36
2025-01-11,Electronica,Parlante,Rosario,2,82788.74
2025-10-29,Alimentos,Aceite,Rosario,6,77477.97
2025-08-06,Juguetes,Muñeco,GBA Sur,4,25390.43
2025-02-21,Hogar,Vela,Cordoba,7,34515.68
2025-02-17,Indumentaria,Zapatillas,Rosario,5,25791.65
2025-12-26,Juguetes,Cartas,GBA Norte,8,35034.34
2025-07-21,Hogar,Vela,Mendoza,4,10639.08
2025-10-23,Electronica,Teclado,GBA Norte,8,40790.59
2025-10-16,Electronica,Mouse,GBA Sur,2,13795.64
2025-02-18,Juguetes,Rompecabezas,GBA Norte,8,77969.67
2025-10-31,Indumentaria,Remera,GBA Norte,8,36884.36
2025-09-25,Juguetes,Rompecabezas,CABA,5,69299.35
2025-07-30,Hogar,Almohada,GBA Norte,7,4249.36
2025-01-03,Hogar,Lampara,Rosario,8,71727.93
2025-06-10,Indumentaria,Campera,Cordoba,2,64089.27
2025-02-23,Alimentos,Cafe,Cordoba,1,12328.14
2025-03-24,Juguetes,Muñeco,GBA Norte,2,18565.72
2025-01-20,Alimentos,Yerba,GBA Norte,8,56728.68
2025-03-13,Juguetes,Pelota,Cordoba,2,1824.01
2025-08-11,Hogar,Almohada,Rosario,6,29692.37
2025-10-16,Indumentaria,Pantalon,GBA Sur,4,47569.36
2025-11-11,Hogar,Vela,Rosario,8,23360.3
2025-04-18,Hogar,Lampara,GBA Norte,8,47669.68
2025-01-06,Hogar,Toalla,GBA Norte,2,14381.07
2025-01-03,Hogar,Lampara,GBA Norte,8,62770.02
2025-06-19,Electronica,Auriculares,Rosario,3,42713.78
2025-02-04,Hogar,Vela,GBA Norte,1,31701.21
2025-04-09,Hogar,Almohada,Cordoba,5,53017.69
2025-07-08,Juguetes,Pelota,GBA Sur,4,50938.99
2025-02-09,Juguetes,Rompecabezas,CABA,5,66028.57
2025-04-02,Hogar,Vela,CABA,7,12276.66
2025-06-19,Juguetes,Cartas,Rosario,8,25674.14
2025-04-18,Indumentaria,Remera,GBA Norte,2,89028.76
2025-11-11,Indumentaria,Pantalon,GBA Norte,1,43316.3
2025-06-15,Electronica,Auriculares,GBA Norte,8,46541.77
2025-08-06,Alimentos,Fideos,GBA Sur,2,45533.38
2025-05-04,Juguetes,Pelota,Cordoba,8,69878.85
2025-07-01,Hogar,Vela,GBA Sur,4,48231.01
2025-03-27,Hogar,Lampara,Cordoba,8,50883.24
2025-12-22,Hogar,Sarten,Rosario,6,81078.83
2025-04-02,Electronica,Mouse,Cordoba,6,69596.29
2025-08-06,Indumentaria,Medias,Rosario,4,78990.24
2025-07-15,Hogar,Lampara,Mendoza,4,89594.02
2025-08-15,Hogar,Vela,GBA Norte,5,1499.69
2025-06-18,Electronica,Mouse,GBA Sur,1,45748.61
2025-11-07,Hogar,Sarten,Mendoza,8,25470.68
2025-07-23,Electronica,Mouse,GBA Sur,1,56649.07
2025-08-30,Juguetes,Pelota,Cordoba,2,16465.62
2025-01-20,Hogar,Sarten,Rosario,3,80589.6
2025-12-28,Indumentaria,Pantalon,CABA,2,38341.96
2025-01-29,Alimentos,Cafe,GBA Sur,5,9675.32
2025-04-10,Juguetes,Muñeco,GBA Sur,6,75517.34
2025-12-30,Indumentaria,Medias,Mendoza,1,85042.79
2025-12-07,Alimentos,Yerba,Mendoza,2,60598.06
2025-04-09,Juguetes,Rompecabezas,Mendoza,3,24730.6
2025-08-16,Electronica,Mouse,Rosario,7,18682.82
2025-03-30,Electronica,Mouse,GBA Sur,2,50889.79
2025-06-24,Alimentos,Galletitas,Mendoza,8,8662.48
2025-02-15,Electronica,Auriculares,GBA Norte,3,65929.98
2025-06-12,Juguetes,Muñeco,GBA Norte,4,71197.56
2025-11-23,Hogar,Toalla,CABA,4,79070.66
2025-06-07,Indumentaria,Pantalon,GBA Sur,5,5746.84
2025-04-02,Hogar,Lampara,Rosario,4,29083.15
2025-04-07,Hogar,Lampara,GBA Norte,5,88155.76
2025-12-24,Alimentos,Fideos,CABA,6,44599.82
2025-06-28,Juguetes,Pelota,Mendoza,3,62146.55
2025-01-19,Juguetes,Pelota,GBA Norte,4,48877.44
2025-12-26,Alimentos,Fideos,Mendoza,5,73170.84
2025-04-17,Hogar,Vela,Rosario,5,74857.33
2025-02-16,Juguetes,Rompecabezas,GBA Sur,5,20424.69
2025-01-17,Electronica,Parlante,Mendoza,8,57169.12
2025-03-13,Alimentos,Galletitas,GBA Sur,7,34133.16
2025-12-04,Juguetes,Muñeco,GBA Sur,6,63414.66
2025-01-05,Indumentaria,Zapatillas,Cordoba,2,30789.41
2025-04-06,Hogar,Almohada,GBA Norte,3,42548.87
2025-01-12,Alimentos,Galletitas,Cordoba,7,53828.15
2025-07-24,Alimentos,Aceite,GBA Sur,6,65380.15
2025-09-05,Alimentos,Fideos,CABA,4,87398.14
2025-09-17,Electronica,Teclado,Cordoba,7,69892.45
2025-10-31,Electronica,Cargador,Rosario,5,15808.24
2025-11-02,Juguetes,Rompecabezas,Rosario,3,67914.66
2025-12-06,Hogar,Sarten,CABA,3,28525.35
2025-06-27,Alimentos,Yerba,GBA Norte,3,41992.31
2025-04-13,Indumentaria,Campera,GBA Sur,4,8153.4
2025-04-15,Alimentos,Cafe,Mendoza,6,22781.19
2025-01-03,Alimentos,Aceite,GBA Sur,7,9892.3
2025-12-24,Indumentaria,Zapatillas,Mendoza,8,34489.95
2025-12-28,Indumentaria,Remera,Cordoba,3,12436.71
2025-07-24,Hogar,Almohada,Mendoza,7,66003.12
2025-11-02,Alimentos,Galletitas,CABA,1,31871.18
2025-04-24,Juguetes,Rompecabezas,GBA Norte,6,33852.8
2025-09-14,Electronica,Parlante,Rosario,2,67899.92
2025-11-27,Indumentaria,Pantalon,Cordoba,4,17729.38
2025-06-04,Alimentos,Cafe,GBA Sur,3,35181.92
2025-08-06,Indumentaria,Campera,GBA Sur,8,35426.58
2025-01-18,Hogar,Toalla,GBA Norte,2,15555.32
2025-08-27,Electronica,Mouse,Mendoza,7,66207.69
2025-01-07,Indumentaria,Campera,GBA Norte,7,52146.72
2025-12-18,Alimentos,Cafe,Cordoba,7,59189.73
2025-08-05,Electronica,Mouse,Cordoba,2,24019.77
2025-11-06,Alimentos,Galletitas,GBA Sur,6,70509.31
2025-10-01,Hogar,Sarten,GBA Norte,7,88285.37
2025-12-12,Electronica,Cargador,CABA,5,31003.3
2025-04-12,Juguetes,Cartas,Mendoza,7,78626.26
2025-01-25,Alimentos,Fideos,CABA,8,11818.08
2025-08-24,Hogar,Sarten,Rosario,5,62088.5
2025-08-06,Hogar,Almohada,CABA,3,49304.62
2025-05-31,Hogar,Toalla,CABA,5,40762.54
2025-11-22,Electronica,Parlante,CABA,1,32794.76
2025-09-30,Alimentos,Aceite,GBA Norte,2,8480.17
2025-03-06,Indumentaria,Zapatillas,Cordoba,6,80451.78
2025-08-23,Juguetes,Rompecabezas,Mendoza,8,74023.22
2025-01-21,Electronica,Mouse,GBA Sur,2,4407.58
2025-07-15,Juguetes,Muñeco,GBA Sur,5,83542.21
2025-08-05,Alimentos,Cafe,GBA Norte,5,85581.94
2025-12-01,Electronica,Teclado,CABA,5,71634.39
2025-06-05,Juguetes,Cartas,Rosario,4,77027.68
2025-12-22,Electronica,Mouse,Rosario,7,43089.74
2025-05-21,Indumentaria,Campera,Rosario,7,60758.13
2025-04-03,Hogar,Almohada,CABA,1,37239.27
2025-08-01,Indumentaria,Campera,GBA Sur,6,42157.27
2025-02-19,Indumentaria,Pantalon,CABA,4,64101.76
2025-02-02,Juguetes,Auto RC,Mendoza,8,64370.99
2025-10-29,Alimentos,Galletitas,GBA Sur,8,49189.76
2025-10-13,Electronica,Mouse,GBA Sur,8,29448.21
2025-03-19,Alimentos,Yerba,GBA Norte,3,48369.39
2025-12-11,Alimentos,Fideos,Cordoba,2,3871.72
